108110	2
108407	2
108725	2
109046	2
109363	2
109670	2
109972	2
110267	2
110562	2
110885	2
111207	2
111521	2
111826	2
112131	2
112436	2
112747	2
113064	2
113379	2
113705	2
114021	2
114333	2
114630	2
114932	2
115260	2
115585	2
115891	2
116204	2
116509	2
116816	2
117108	2
117427	2
117745	2
118051	2
118364	2
118671	2
118970	2
119270	2
119588	2
119912	2
120220	2
120531	2
120835	2
121130	2
121423	2
121748	2
122066	2
122369	2
122679	2
122988	2
123294	2
123586	2
123899	2
124220	2
124524	2
124836	2
125139	2
125430	2
125720	2
126047	2
126371	2
126681	2
126982	2
127291	2
127594	2
127895	2
128219	2
128539	2
128847	2
129169	2
129475	2
129773	2
130070	2
130397	2
130719	2
131033	2
131347	2
131654	2
131962	2
132276	2
132602	2
132922	2
133231	2
133541	2
133846	2
134153	2
134456	2
134775	2
135100	2
135408	2
135717	2
136013	2
136314	2
136621	2
136950	2
137281	2
137591	2
137904	2
138213	2
138510	2
138813	2
139130	2
139454	2
139757	2
140068	2
140366	2
140662	2
140968	2
141292	2
141603	2
141904	2
142212	2
142514	2
142818	2
143123	2
143448	2
143769	2
144080	2
144399	2
144704	2
145006	2
145321	2
145646	2
145978	2
146292	2
146595	2
146891	2
147192	2
147514	2
147841	2
148158	2
148465	2
148775	2
149077	2
149369	2
149691	2
150012	2
150345	2
150656	2
150961	2
151269	2
151573	2
151898	2
152229	2
152549	2
152857	2
153170	2
153481	2
153785	2
154102	2
154425	2
154746	2
155062	2
155368	2
155671	2
155971	2
156295	2
156618	2
156931	2
157237	2
157539	2
157845	2
158153	2
158483	2
158807	2
159119	2
159446	2
159760	2
160063	2
160370	2
160700	2
161023	2
161334	2
161646	2
161941	2
162239	2
162543	2
162864	2
163188	2
163495	2
163811	2
164117	2
164423	2
164731	2
165058	2
165376	2
165684	2
165994	2
166298	2
166602	2
166915	2
167238	2
167568	2
167877	2
168186	2
168488	2
168797	2
169113	2
169424	2
169744	2
170054	2
170364	2
170670	2
170966	2
171280	2
171598	2
171925	2
172227	2
172528	2
172825	2
173117	2
173431	2
173756	2
174073	2
174374	2
174684	2
174989	2
175287	2
175594	2
175914	2
176235	2
176543	2
176859	2
177156	2
177440	2
177760	2
178083	2
178393	2
178687	2
178990	2
179285	2
179582	2
179887	2
180200	2
180517	2
180828	2
181140	2
181438	2
181733	2
182045	2
182369	2
182696	2
183008	2
183312	2
183614	2
183924	2
184242	2
184561	2
184882	2
185188	2
185497	2
185803	2
186095	2
186351	5
186720	2
187044	2
187342	2
187634	2
187920	2
188208	2
188504	2
188820	2
189126	2
189419	2
189725	2
190024	2
190324	2
190612	2
190947	2
191269	2
191578	2
191892	2
192207	2
192512	2
192823	2
193157	2
193486	2
193790	2
194098	2
194398	2
194708	2
195027	2
195346	2
195680	2
195997	2
196312	2
196619	2
196915	2
197238	2
197563	2
197874	2
198175	2
198486	2
198780	2
199071	2
199383	2
199693	2
199999	2
200296	2
200598	2
200891	2
201182	2
201486	2
201795	2
202105	2
202401	2
202700	2
202987	2
203282	2
203574	2
203889	2
204201	2
204496	2
204799	2
205098	2
205394	2
205681	2
205987	2
206300	2
206602	2
206909	2
207216	2
207513	2
207802	2
208114	2
208428	2
208735	2
209032	2
209330	2
209627	2
209922	2
210235	2
210543	2
210854	2
211152	2
211454	2
211748	2
212034	2
212347	2
212665	2
212977	2
213274	2
213575	2
213867	2
214153	2
214464	2
214780	2
215094	2
215389	2
215690	2
215989	2
216288	2
216581	2
216890	2
217201	2
217505	2
217805	2
218095	2
218396	2
218674	2
218984	2
219294	2
219589	2
219891	2
220182	2
220467	2
220750	2
221056	2
221365	2
221667	2
221958	2
222260	2
222555	2
222843	2
223149	2
223466	2
223775	2
224068	2
224362	2
224660	2
224948	2
225255	2
225574	2
225890	2
226190	2
226501	2
226804	2
227106	2
227421	2
227742	2
228062	2
228368	2
228686	2
228988	2
229297	2
229612	2
229944	2
230258	2
230562	2
230874	2
231182	2
231493	2
231800	2
232119	2
232443	2
232742	2
233051	2
233345	2
233640	2
233962	2
234292	2
234616	2
234937	2
235157	2
235510	2
235816	2
236144	2
236467	2
236797	2
237090	2
237402	2
237703	2
238001	2
238325	2
238652	2
238975	2
239287	2
239597	2
239895	2
240197	2
240530	2
240851	2
241167	2
241481	2
241794	2
242092	2
242386	2
242703	2
243017	2
243337	2
243653	2
243954	2
244257	2
244560	2
244890	2
245210	2
245517	2
245836	2
246143	2
246447	2
246752	2
247075	2
247391	2
247698	2
248023	2
248330	2
248625	2
248926	2
249250	2
249580	2
249896	2
250209	2
250522	2
250809	2
251113	2
251439	2
251752	2
252061	2
252372	2
252674	2
252975	2
253273	2
253582	2
253901	2
254214	2
254531	2
254831	2
255137	2
255443	2
255778	2
256090	2
256393	2
256705	2
257013	2
257314	2
257619	2
257939	2
258260	2
258584	2
258896	2
259194	2
259487	2
259769	2
260094	2
260411	2
260713	2
261020	2
261324	2
261627	2
261942	2
262265	2
262587	2
262909	2
263228	2
263537	2
263842	2
264163	2
264499	2
264819	2
265130	2
265438	2
265737	2
266047	2
266345	2
266661	2
266975	2
267278	2
267582	2
267881	2
268175	2
268481	2
268800	2
269128	2
269439	2
269750	2
270052	2
270353	2
270682	2
271016	2
271341	2
271647	2
271957	2
272257	2
272550	2
272865	2
273176	2
273486	2
273795	2
274108	2
274406	2
274700	2
275027	2
275354	2
275689	2
275969	2
276272	2
276572	2
276863	2
277178	2
277501	2
277813	2
278123	2
278423	2
278721	2
279013	2
279331	2
279648	2
279966	2
280269	2
280574	2
280861	2
281154	2
281478	2
281800	2
282114	2
282419	2
282731	2
283044	2
283343	2
283656	2
283977	2
284307	2
284617	2
284915	2
285215	2
285514	2
285837	2
286161	2
286491	2
286789	2
287083	2
287389	2
287682	2
287992	2
288301	2
288621	2
288927	2
289233	2
289533	2
289838	2
290164	2
290502	2
290830	2
291142	2
291460	2
291770	2
292082	2
292417	2
292745	2
293057	2
293381	2
293694	2
294006	2
294308	2
294636	2
294964	2
295273	2
295586	2
295893	2
296193	2
296506	2
296844	2
297154	2
297458	2
297767	2
298059	2
298359	2
298658	2
298975	2
299280	2
299585	2
299896	2
300196	2
300505	2
300789	2
301106	2
301426	2
301730	2
302037	2
302336	2
302638	2
302931	2
303258	2
303557	2
303860	2
304164	2
304460	2
304754	2
305043	2
305353	2
305672	2
305983	2
306285	2
306584	2
306884	2
307177	2
307498	2
307808	2
308122	2
308427	2
308736	2
309035	2
309331	2
309646	2
309965	2
310289	2
310604	2
310906	2
311201	2
311498	2
311819	2
312136	2
312441	2
312751	2
313040	2
313336	2
313630	2
313939	2
314247	2
314553	2
314853	2
315156	2
315448	2
315736	2
316049	2
316369	2
316690	2
316987	2
317288	2
317585	2
317892	2
318186	2
318491	2
318801	2
319094	2
319409	2
319681	2
319966	2
320254	2
320567	2
320884	2
321184	2
321479	2
321777	2
322072	2
322363	2
322680	2
322990	2
323287	2
323584	2
323886	2
324167	2
324445	2
324751	2
325059	2
325363	2
325657	2
325955	2
326239	2
326527	2
326842	2
327157	2
327471	2
327770	2
328065	2
328358	2
328657	2
328965	2
329277	2
329589	2
329904	2
330212	2
330507	2
330800	2
331105	2
331433	2
331743	2
332028	2
332329	2
332618	2
332916	2
333210	2
333527	2
333840	2
334148	2
334457	2
334767	2
335076	2
335377	2
335698	2
336025	2
336339	2
336655	2
336962	2
337273	2
337581	2
337910	2
338236	2
338545	2
338853	2
339161	2
339462	2
339767	2
340089	2
340408	2
340714	2
341023	2
341331	2
341613	2
341911	2
342238	2
342555	2
342856	2
343162	2
343465	2
343756	2
344065	2
344385	2
344705	2
345012	2
345327	2
345640	2
345926	2
346228	2
346542	2
346850	2
347155	2
347456	2
347747	2
348042	2
348343	2
348655	2
348955	2
349252	2
349554	2
349847	2
350141	2
350424	2
350731	2
351040	2
351354	2
351652	2
351949	2
352244	2
352531	2
352853	2
353177	2
353491	2
353792	2
354098	2
354402	2
354699	2
355016	2
355337	2
355648	2
355955	2
356263	2
356564	2
356858	2
357182	2
357507	2
357828	2
358134	2
358442	2
358739	2
359036	2
359350	2
359662	2
359970	2
360272	2
360573	2
360863	2
361145	2
361456	2
361767	2
362082	2
362382	2
362687	2
362986	2
363284	2
363593	2
363910	2
364226	2
364528	2
364834	2
365133	2
365429	2
365735	2
366056	2
366384	2
366688	2
366995	2
367296	2
367596	2
367919	2
368249	2
368574	2
368880	2
369194	2
369507	2
369808	2
370128	2
370455	2
370772	2
371085	2
371394	2
371694	2
371990	2
372317	2
372639	2
372958	2
373268	2
373579	2
373883	2
374181	2
374506	2
374832	2
375146	2
375464	2
375776	2
376080	2
376371	2
376693	2
377011	2
377323	2
377636	2
377938	2
378236	2
378540	2
378864	2
379185	2
379493	2
379813	2
380119	2
380421	2
380724	2
381048	2
381371	2
381692	2
382005	2
382309	2
382615	2
382922	2
383248	2
383574	2
383881	2
384193	2
384501	2
384811	2
385124	2
385449	2
385780	2
386085	2
386404	2
386718	2
387027	2
387345	2
387669	2
387994	2
388308	2
388611	2
388915	2
389215	2
389538	2
389859	2
390176	2
390479	2
390789	2
391091	2
391383	2
391701	2
392024	2
392348	2
392661	2
392970	2
393270	2
393574	2
393904	2
394230	2
394550	2
394868	2
395183	2
395498	2
395808	2
396132	2
396454	2
396783	2
397107	2
397417	2
397727	2
398035	2
398365	2
398686	2
398994	2
399303	2
399604	2
399912	2
400224	2
400551	2
400876	2
401182	2
401501	2
401818	2
402128	2
402445	2
402785	2
403118	2
403432	2
403747	2
404052	2
404358	2
404691	2
405018	2
405342	2
405656	2
405976	2
406279	2
406574	2
406899	2
407221	2
407542	2
407855	2
408166	2
408466	2
408777	2
409106	2
409434	2
409748	2
410071	2
410382	2
410694	2
411003	2
411331	2
411651	2
411969	2
412286	2
412590	2
412888	2
413198	2
413528	2
413858	2
414167	2
414483	2
414793	2
415101	2
415409	2
415724	2
416047	2
416350	2
416666	2
416975	2
417274	2
417584	2
417908	2
418234	2
418541	2
418846	2
419152	2
419447	2
419772	2
420108	2
420440	2
420755	2
421078	2
421403	2
421718	2
422052	2
422388	2
422704	2
423027	2
423336	2
423639	2
423944	2
424274	2
424599	2
424908	2
425224	2
425534	2
425841	2
426153	2
426482	2
426816	2
427133	2
427458	2
427770	2
428075	2
428407	2
428746	2
429082	2
429408	2
429730	2
429851	14
430052	2
430363	2
430695	2
431028	2
431352	2
431682	2
432002	2
432320	2
432438	14
432639	2
432971	2
433310	2
433626	2
433943	2
434251	2
434558	2
434876	2
435207	2
435532	2
435840	2
436158	2
436466	2
436768	2
437091	2
437421	2
437748	2
438062	2
438372	2
438676	2
438977	2
439305	2
439633	2
439948	2
440256	2
440571	2
440882	2
441196	2
441524	2
441850	2
442168	2
442492	2
442802	2
443105	2
443409	2
443739	2
444071	2
444391	2
444714	2
445022	2
445337	2
445655	2
445977	2
446300	2
446607	2
446917	2
447217	2
447510	2
447818	2
448136	2
448465	2
448770	2
449072	2
449372	2
449667	2
449970	2
450290	2
450603	2
450899	2
451204	2
451505	2
451802	2
452105	2
452425	2
452743	2
453059	2
453379	2
453687	2
453984	2
454304	2
454637	2
454955	2
455261	2
455574	2
455874	2
456175	2
456488	2
456807	2
457126	2
457436	2
457744	2
458044	2
458332	2
458646	2
458960	2
459277	2
459574	2
459868	2
460155	2
460447	2
460748	2
461061	2
461370	2
461667	2
461964	2
462261	2
462558	2
462852	2
463163	2
463475	2
463780	2
464081	2
464365	2
464649	2
464929	2
465236	2
465547	2
465849	2
466143	2
466445	2
466747	2
467037	2
467349	2
467664	2
467981	2
468286	2
468590	2
468883	2
469169	2
469480	2
469802	2
470115	2
470409	2
470712	2
471005	2
471292	2
471603	2
471915	2
472224	2
472523	2
472829	2
473121	2
473412	2
473712	2
