3006,0
3291,0
3568,0
3871,0
4179,0
4474,0
4773,0
5068,0
5355,0
5642,0
5927,0
6223,0
6535,0
6832,0
7114,0
7400,0
7678,0
7961,0
8254,0
8547,0
8845,0
9150,0
9440,0
9718,0
10006,0
10290,0
10599,0
10903,0
11200,0
11488,0
11789,0
12074,0
12358,0
12653,0
12958,0
13275,0
13570,0
13850,0
14139,0
14431,0
14719,0
15019,0
15318,0
15615,0
15908,0
16191,0
16473,0
16763,0
17066,0
17366,0
17665,0
17955,0
18235,0
18522,0
18804,0
19089,0
19396,0
19701,0
19997,0
20280,0
20562,0
20846,0
21140,0
21432,0
21737,0
22038,0
22329,0
22611,0
22889,0
23172,0
23462,0
23765,0
24061,0
24354,0
24634,0
24922,0
25206,0
25493,0
25788,0
26097,0
26395,0
26679,0
26960,0
27245,0
27544,0
27841,0
28140,0
28439,0
28735,0
29023,0
29302,0
29589,0
29881,0
30190,0
30495,0
30788,0
31073,0
31357,0
31644,0
31936,0
32232,0
32538,0
32844,0
33135,0
33412,0
33699,0
33989,0
34282,0
34583,0
34878,0
35176,0
35463,0
35744,0
36024,0
36318,0
36613,0
36924,0
37223,0
37508,0
37791,0
38079,0
38364,0
38660,0
38959,0
39260,0
39556,0
39834,0
40104,0
40390,0
40686,0
40978,0
41280,0
41575,0
41858,0
42125,0
42424,0
42706,0
43005,0
43315,0
43612,0
43901,0
44180,0
44464,0
44751,0
45038,0
45331,0
45636,0
45933,0
46212,0
46487,0
46768,0
47045,0
47343,0
47641,0
47928,0
48210,0
48494,0
48774,0
49048,0
49331,0
49626,0
49931,0
50222,0
50499,0
50779,0
51064,0
51348,0
51635,0
51929,0
52224,0
52514,0
52792,0
53071,0
53349,0
53640,0
53931,0
54228,0
54516,0
54793,0
55072,0
55352,0
55633,0
55916,0
56216,0
56510,0
56793,0
57063,0
57341,0
57624,0
57909,0
58200,0
58498,0
58796,0
59085,0
59362,0
59640,0
59928,0
60222,0
60524,0
60826,0
61114,0
61400,0
61688,0
61972,0
62256,0
62555,0
62860,0
63163,0
63447,0
63719,0
64007,0
64296,0
64590,0
64884,0
65182,0
65472,0
65758,0
66039,0
66315,0
66613,0
66800,0
67139,0
67442,0
67736,0
68016,0
68310,0
68603,0
68894,0
69199,0
69512,0
69804,0
70082,0
70365,0
70651,0
70949,0
71248,0
71548,0
71854,0
72146,0
72425,0
72712,0
73006,0
73310,0
73620,0
73920,0
74204,0
74492,0
74775,0
74994,0
75340,0
75640,0
75943,0
76242,0
76523,0
76794,0
77082,0
77375,0
77672,0
77962,0
78259,0
78547,0
78833,0
79108,0
79394,0
79697,0
80000,0
80299,0
80591,0
80877,0
81160,0
81447,0
81739,0
82039,0
82344,0
82645,0
82935,0
83217,0
83500,0
83803,0
84112,0
84416,0
84717,0
85018,0
85311,0
85588,0
85878,0
86180,0
86486,0
86788,0
87087,0
87373,0
87660,0
87949,0
88240,0
88539,0
88842,0
89144,0
89429,0
89712,0
89996,0
90294,0
90598,0
90893,0
91198,0
91489,0
91769,0
92055,0
92346,0
92642,0
92953,0
93254,0
93542,0
93832,0
94111,0
94404,0
94701,0
95004,0
95307,0
95614,0
95901,0
96179,0
96459,0
96755,0
97058,0
97356,0
97653,0
97945,0
98236,0
98516,0
98797,0
99092,0
99390,0
99588,0
99938,0
100226,0
100504,0
100789,0
101079,0
101369,0
101662,0
101950,0
102243,0
102525,0
102801,0
103082,0
103379,0
103677,0
103972,0
104270,0
104554,0
104839,0
105126,0
105415,0
105715,0
106024,0
106323,0
106608,0
106890,0
107167,0
107462,0
107759,0
108053,0
108350,0
108652,0
108934,0
109207,0
109494,0
109781,0
110085,0
110383,0
110682,0
110971,0
111252,0
111532,0
111819,0
112116,0
112413,0
112719,0
113009,0
113289,0
113571,0
113858,0
114150,0
114436,0
114724,0
115009,0
115288,0
115555,0
115823,0
116092,0
116378,0
116662,0
116948,0
117222,0
117502,0
117774,0
118052,0
118331,0
118615,0
118920,0
119224,0
119518,0
119800,0
120085,0
120384,0
120684,0
120999,0
121309,0
121613,0
121898,0
122178,0
122469,0
122759,0
123058,0
123368,0
123672,0
123944,0
124230,0
124515,0
124784,0
125068,0
125363,0
125657,0
125934,0
126212,0
126484,0
126755,0
127033,0
127322,0
127612,0
127901,0
128094,0
128431,0
128706,0
128966,0
129239,0
129528,0
129807,0
130065,0
130326,0
130576,0
130827,0
131082,0
131335,0
131593,0
131860,0
132130,0
132389,0
132637,0
132891,0
133140,0
133398,0
133671,0
133941,0
134205,0
134472,0
134745,0
134998,0
135252,0
135513,0
135789,0
136069,0
136359,0
136638,0
136907,0
137179,0
137457,0
137737,0
138016,0
138312,0
138607,0
138897,0
139172,0
139448,0
139728,0
140018,0
140310,0
140607,0
140890,0
141160,0
141431,0
141692,0
141951,0
142215,0
142488,0
142755,0
143019,0
143273,0
143523,0
143774,0
144033,0
144294,0
144566,0
144841,0
145120,0
145390,0
145655,0
145911,0
146178,0
146454,0
146745,0
147021,0
147299,0
147573,0
147841,0
148107,0
148372,0
148646,0
148925,0
149213,0
149496,0
149777,0
150038,0
150312,0
150584,0
150857,0
151130,0
151415,0
151708,0
151982,0
152245,0
152519,0
152790,0
153075,0
153370,0
153652,0
153931,0
154201,0
154479,0
154749,0
155017,0
155299,0
155597,0
155873,0
156141,0
156403,0
156656,0
156914,0
157177,0
157439,0
157704,0
157968,0
158242,0
158498,0
158738,0
158982,0
159234,0
159488,0
159746,0
160010,0
160268,0
160515,0
160763,0
161013,0
161262,0
161508,0
161773,0
162043,0
162317,0
162582,0
162844,0
163101,0
163371,0
163637,0
163907,0
164190,0
164469,0
164740,0
165000,0
165254,0
165507,0
165764,0
166041,0
166309,0
166578,0
166850,0
167120,0
167379,0
167649,0
167920,0
168199,0
168493,0
168793,0
169082,0
169358,0
169637,0
169915,0
170210,0
170503,0
170727,0
171082,0
171380,0
171660,0
171929,0
172208,0
172490,0
172784,0
173075,0
173360,0
173637,0
173915,0
174184,0
174460,0
174745,0
175032,0
175331,0
175617,0
175885,0
176153,0
176436,0
176707,0
176984,0
177257,0
177531,0
177805,0
178068,0
178325,0
178586,0
178850,0
179126,0
179396,0
179670,0
179935,0
180191,0
180452,0
180713,0
180972,0
181245,0
181532,0
181819,0
182093,0
182362,0
182632,0
182905,0
183189,0
183483,0
183787,0
184080,0
184370,0
184658,0
184942,0
185221,0
185518,0
185837,0
186146,0
186436,0
186725,0
187013,0
187299,0
187586,0
187880,0
188187,0
188489,0
188772,0
189051,0
189338,0
189633,0
189938,0
190236,0
190537,0
190829,0
191120,0
191404,0
191682,0
191985,0
192290,0
192583,0
192870,0
193154,0
193431,0
193711,0
194002,0
194289,0
194583,0
194876,0
195164,0
195435,0
195709,0
195987,0
196277,0
196568,0
196856,0
197141,0
197423,0
197693,0
197958,0
198233,0
198513,0
198800,0
199084,0
199361,0
199627,0
199903,0
200170,0
200443,0
200723,0
201001,0
201280,0
201553,0
201815,0
202075,0
202347,0
202623,0
202904,0
203191,0
203477,0
203749,0
204030,0
204308,0
204583,0
204862,0
205167,0
205467,0
205745,0
206025,0
206297,0
206575,0
206853,0
207138,0
207429,0
207733,0
208013,0
208286,0
208556,0
208830,0
209108,0
209401,0
209692,0
209981,0
210264,0
210542,0
210817,0
211094,0
211373,0
211662,0
211959,0
212236,0
212510,0
212786,0
213066,0
213335,0
213615,0
213903,0
214189,0
214473,0
214746,0
215013,0
215289,0
215571,0
215859,0
216149,0
216439,0
216718,0
216998,0
217277,0
217555,0
217833,0
218130,0
218425,0
